text,merek,jenis_produk,kandungan,manfaat,topik,alasan_topik_kosong,topik_label
elizabeth arden prevage anti - aging eye serum,elizabeth arden,serum,,prevage anti - aging eye,0.0,,Skincare Anti-Aging dan Brightening
b erl kulit melembabkan bebas minyak berminyak perawatan wajah jerawat facial cleanser,b erl,facial cleanser,,kulit melembabkan bebas minyak berminyak perawatan wajah jerawat,1.0,,Pembersih Wajah dan Perawatan Jerawat
bio essence serum,bio,"essence, serum",,,0.0,,Skincare Anti-Aging dan Brightening
true to skin sunscreen gel spf 50 pa,true to skin,sunscreen gel,,spf 50 pa,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
isntree hyaluronic acid moisturizer cream,isntree,moisturizer cream,hyaluronic acid,,3.0,,Hidrasi dan Perawatan Kulit Sensitif
dear me beauty face wash skin barrier gel ceramide cleanser wajah membersihkan minyak kotoran menjaga melembapkan kulit sensitif kering,dear me beauty,"face wash, gel, cleanser wajah",ceramide,"skin barrier, membersihkan minyak kotoran menjaga melembapkan kulit sensitif kering",1.0,,Pembersih Wajah dan Perawatan Jerawat
skin sake mandelic acid gel membantu mengatasi jerawat noda niacinamide aha exfoliator,skin sake,"gel, exfoliator","mandelic acid, niacinamide, aha",membantu mengatasi jerawat noda,4.0,,Brightening dengan Bahan Aktif
skin game extra hydrating toner untuk melembapkan wajah cocok kulit kering,skin game,toner,,"extra hydrating, untuk melembapkan wajah cocok kulit kering",4.0,,Brightening dengan Bahan Aktif
sea quill calendula soothing gel membantu menyejukan kulit memperbaiki skin barrier mencerahkan wajah menyembuhkan,sea quill,gel,calendula,"soothing, membantu menyejukan kulit memperbaiki skin barrier, mencerahkan wajah menyembuhkan",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
beauty of joseon calming serum green tea panthenol,beauty of joseon,serum,green tea panthenol,calming,4.0,,Brightening dengan Bahan Aktif
esther tea tree serum wajah kulit jerawat,esther,serum wajah,tea tree,kulit jerawat,4.0,,Brightening dengan Bahan Aktif
ceramide purifying toner,,toner,ceramide,purifying,3.0,,Hidrasi dan Perawatan Kulit Sensitif
diri sootheme jerawat toner niacinamide panthenol,diri,toner,"niacinamide, panthenol",sootheme jerawat,1.0,,Pembersih Wajah dan Perawatan Jerawat
tavi 5 pha bha retexture toner kulit halus glowing,tavi 5,toner,pha bha,"retexture, kulit halus glowing",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
skintific skin reborn cream gel moisturizer pelembab wajah untuk melembapkan memperkuat barrier,skintific,"cream gel moisturizer, pelembab wajah",,"skin reborn, untuk melembapkan memperkuat barrier",1.0,,Pembersih Wajah dan Perawatan Jerawat
elvicto deep bright face wash,elvicto,face wash,,deep bright,4.0,,Brightening dengan Bahan Aktif
cerave facial moisturizing lotion sunscreen day moisturize,cerave,"lotion sunscreen, moisturize",,"facial moisturizing, day",3.0,,Hidrasi dan Perawatan Kulit Sensitif
aizen retinal repair skin sun triple facial lotion,aizen,facial lotion,retinal,repair skin sun triple,4.0,,Brightening dengan Bahan Aktif
labore sensitive topicalm cream,labore,topicalm cream,,sensitive,0.0,,Skincare Anti-Aging dan Brightening
aizen retinal facial kerutan,aizen,,retinal,facial kerutan,4.0,,Brightening dengan Bahan Aktif
wardah niacinamide bright barrier boost moisturizer gel pelembab mencerahkan repair serum memperbaiki skin,wardah,"moisturizer gel pelembab, serum",niacinamide,"bright barrier boost, mencerahkan repair, memperbaiki skin",4.0,,Brightening dengan Bahan Aktif
sk ii ultimate perfecting essence,sk ii,essence,,ultimate perfecting,0.0,,Skincare Anti-Aging dan Brightening
avoskin alpha arbutin serum,avoskin,serum,alpha arbutin,,0.0,,Skincare Anti-Aging dan Brightening
cerave blemish control cleanser daily face jerawat prone skin,cerave,cleanser,,"blemish control, daily, face jerawat prone skin",4.0,,Brightening dengan Bahan Aktif
avoskin miraculous refining toner,avoskin,toner,,miraculous refining,0.0,,Skincare Anti-Aging dan Brightening
implora eye serum,implora,serum,,eye,0.0,,Skincare Anti-Aging dan Brightening
the originote brightening moisturizer,the originote,moisturizer,,brightening,1.0,,Pembersih Wajah dan Perawatan Jerawat
avoskin panthenol serum,avoskin,serum,panthenol,,0.0,,Skincare Anti-Aging dan Brightening
clinelle milk cleanser,clinelle,cleanser,milk,,1.0,,Pembersih Wajah dan Perawatan Jerawat
somethinc sunscreen spf 40 pa,somethinc,sunscreen,,spf 40 pa,0.0,,Skincare Anti-Aging dan Brightening
skintific skin reborn cream gel moisturizer,skintific,cream gel moisturizer,,skin reborn,1.0,,Pembersih Wajah dan Perawatan Jerawat
facerinna niacinamide power bright cleanser,facerinna,cleanser,niacinamide,power bright,1.0,,Pembersih Wajah dan Perawatan Jerawat
glow lovely vitamin c foam,glow lovely,foam,vitamin c,,0.0,,Skincare Anti-Aging dan Brightening
lore brightamin serum glowing vitamin pencerah wajah penghilang flek hitam kulit,lore,serum,vitamin,"brightamin, glowing, pencerah wajah penghilang flek hitam kulit",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
neogen bio peel gauze peeling lemon,neogen bio,peel gauze,lemon,peeling,1.0,,Pembersih Wajah dan Perawatan Jerawat
erha acneact wh pore minimizing toner,erha,toner,,acneact wh pore minimizing,3.0,,Hidrasi dan Perawatan Kulit Sensitif
mosseru hyaluronic moisturizer serum sunscreen,mosseru,moisturizer serum sunscreen,hyaluronic,,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
dermaster foam cleanser,dermaster,foam cleanser,,,3.0,,Hidrasi dan Perawatan Kulit Sensitif
han river alat facial wajah pemijat perawatan kulit massage,han river,alat facial wajah pemijat,,perawatan kulit massage,4.0,,Brightening dengan Bahan Aktif
skin game theory brightening essence untuk kulit kusam sensitif,skin game theory,essence,,"brightening, untuk kulit kusam sensitif",4.0,,Brightening dengan Bahan Aktif
organic supply co glow renew rose seed oil,organic supply co,,"rose, seed oil",glow renew,0.0,,Skincare Anti-Aging dan Brightening
innisfree green tea seed hyaluronic cream,innisfree,cream,green tea seed hyaluronic,,4.0,,Brightening dengan Bahan Aktif
senka beauty soothing,senka,,,beauty soothing,3.0,,Hidrasi dan Perawatan Kulit Sensitif
hpr retinol serum,hpr,serum,retinol,,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
animate dark spot white serum,animate,serum,,dark spot white,1.0,,Pembersih Wajah dan Perawatan Jerawat
wardah uv shield essential gel sunscreen spf 30,wardah,essential gel sunscreen,,"uv shield, spf 30",0.0,,Skincare Anti-Aging dan Brightening
pinkberry hair body mist,pinkberry,hair body mist,,,3.0,,Hidrasi dan Perawatan Kulit Sensitif
viva face tonic green tea jerawat penyegar,viva,face tonic,green tea,jerawat penyegar,1.0,,Pembersih Wajah dan Perawatan Jerawat
somethinc ceramic skin saviour moisturizer gel pelembab wajah untuk hydrating kulit glowing ceramide,somethinc,"moisturizer gel, pelembab wajah","ceramic, ceramide","skin saviour, untuk hydrating kulit glowing",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
hatomugi skin conditioner,hatomugi,conditioner,,skin,,entitas tidak dikenali dictionary LDA,
adleeva jerawat fighter serum,adleeva,serum,,jerawat fighter,1.0,,Pembersih Wajah dan Perawatan Jerawat
npure cica beat the sun powder,npure,powder,cica,beat the sun,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
skintific niacinamide brightening cleanser facial wash sabun cuci wajah untuk mencerahkan kusam,skintific,cleanser facial wash sabun cuci wajah,niacinamide,"brightening, untuk mencerahkan, kusam",1.0,,Pembersih Wajah dan Perawatan Jerawat
skintific ceramide barrier repair moisturizer gel pelembab wajah menjaga skin melembapkan kulit,skintific,moisturizer gel pelembab wajah,ceramide,"barrier repair, menjaga skin melembapkan kulit",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
nivea men vitamin scrub extra bright sabun cuci wajah pria mencerahkan angkat sel kulit mati brightening kusam cleanser membersihkan pori polusi debu kotoran hyaluronic acid,nivea men,"scrub, sabun cuci wajah pria, cleanser","vitamin, hyaluronic acid","extra bright, mencerahkan angkat sel kulit mati brightening kusam, membersihkan pori polusi debu kotoran",4.0,,Brightening dengan Bahan Aktif
lore advanced lift perfection serum,lore,serum,,advanced lift perfection,3.0,,Hidrasi dan Perawatan Kulit Sensitif
esther night cream,esther,cream,,night,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
essence,,essence,,,0.0,,Skincare Anti-Aging dan Brightening
avoskin skin bae toner niacinamide alpha arbutin,"avoskin, skin bae",toner,"niacinamide, alpha arbutin",,0.0,,Skincare Anti-Aging dan Brightening
elemis collagen day cream,elemis,cream,collagen,day,3.0,,Hidrasi dan Perawatan Kulit Sensitif
lore jerawat clarifying complex totol salicylic acid hilang tanpa bekas,lore,totol,salicylic acid,"jerawat clarifying complex, hilang tanpa bekas",1.0,,Pembersih Wajah dan Perawatan Jerawat
dermaster daily wrinkle care brightening,dermaster,,,daily wrinkle care brightening,4.0,,Brightening dengan Bahan Aktif
animate glow gel strawberry salmon dna,animate,gel,strawberry salmon dna,glow,1.0,,Pembersih Wajah dan Perawatan Jerawat
benton snail bee high content skin,benton snail,,bee,high content skin,3.0,,Hidrasi dan Perawatan Kulit Sensitif
avoskin retinol toner,avoskin,toner,retinol,,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
wardah jerawat,wardah,,,jerawat,1.0,,Pembersih Wajah dan Perawatan Jerawat
benton honest cleansing foam,benton,foam,,honest cleansing,3.0,,Hidrasi dan Perawatan Kulit Sensitif
abib calming toner skin booster,abib,toner,,"calming, skin booster",3.0,,Hidrasi dan Perawatan Kulit Sensitif
natur e glow melembabkan meremajakan kulit vitamin astaxanthin peptide meningkatkan produksi kolagen wajah toner moisturizer serum sunscreen spf 45 pa,natur e,"toner moisturizer serum, sunscreen",vitamin astaxanthin peptide,"glow, melembabkan meremajakan kulit, meningkatkan produksi kolagen wajah, spf 45 pa",4.0,,Brightening dengan Bahan Aktif
jumiso snail mucin peptide facial essence benton aloe propolis soothing gel,"jumiso snail mucin, benton","facial essence, gel","peptide, aloe propolis",soothing,3.0,,Hidrasi dan Perawatan Kulit Sensitif
elizabeth arden cream cleanser,elizabeth arden,cream cleanser,,,1.0,,Pembersih Wajah dan Perawatan Jerawat
skin sake brightening memudarkan noda hitam mencerahkan wajar,skin sake,,,brightening memudarkan noda hitam mencerahkan wajar,0.0,,Skincare Anti-Aging dan Brightening
skintific ceramide barrier moisturizer gel ringan untuk oil control calming pelembab wajah brightening menjaga skin,skintific,"moisturizer gel, pelembab wajah",ceramide,"barrier, ringan untuk oil control calming, brightening menjaga skin",1.0,,Pembersih Wajah dan Perawatan Jerawat
innisfree pha pore refining toner untuk kulit berminyak,innisfree,toner,pha,"pore refining, untuk kulit berminyak",4.0,,Brightening dengan Bahan Aktif
diri essentials hydrateme daily barrier moisturizer pelembab perawatan skin untuk semua jenis kulit,diri,"essentials, moisturizer, pelembab",,"hydrateme daily barrier, perawatan skin untuk semua jenis kulit",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
the originote hyalu serum,the originote,serum,hyalu,,4.0,,Brightening dengan Bahan Aktif
innisfree retinol cica moisturizer recovery serum,innisfree,moisturizer recovery serum,retinol cica,,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
votre peau daily facial sun shield spf 50 pa,votre peau,,,daily facial sun shield spf 50 pa,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
votre peau brightening essence,votre peau,essence,,brightening,0.0,,Skincare Anti-Aging dan Brightening
labore sensitive cleanser,labore,cleanser,,sensitive,0.0,,Skincare Anti-Aging dan Brightening
tavi gel cleanser,tavi,"gel, cleanser",,,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
pigeon teens facial foam jerawat care,pigeon teens,facial foam,,jerawat care,3.0,,Hidrasi dan Perawatan Kulit Sensitif
emina bright exfoliating toner,emina,toner,,"bright, exfoliating",4.0,,Brightening dengan Bahan Aktif
anua heartleaf soothing toner,anua,toner,heartleaf,soothing,3.0,,Hidrasi dan Perawatan Kulit Sensitif
momami sun stick,momami,sun stick,,,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
esther green tea gentle wash,esther,gentle wash,green tea,,4.0,,Brightening dengan Bahan Aktif
mary may 6peptide serum,mary may,serum,6peptide,,4.0,,Brightening dengan Bahan Aktif
bio oil,bio oil,,,,0.0,,Skincare Anti-Aging dan Brightening
benton uv defense sun cream spf 50 pa,benton,sun cream,,"uv defense, spf 50 pa",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
mary may collagen serum,mary may,serum,collagen,,4.0,,Brightening dengan Bahan Aktif
bhumi ceramide hydra lock moisturizer,bhumi,moisturizer,ceramide,hydra lock,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
pyunkang yul brightening blemish care serum,pyunkang yul,serum,,brightening blemish care,4.0,,Brightening dengan Bahan Aktif
somethinc glow pyhtocell serum untuk kulit berkilau mencerahkan brightening anti - aging,somethinc,serum,,"glow pyhtocell, untuk kulit berkilau mencerahkan brightening anti - aging",0.0,,Skincare Anti-Aging dan Brightening
esther toner,esther,toner,,,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
somethinc acnedot treatment low ph cleanser,somethinc,cleanser,,acnedot treatment low ph,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
skintific niacinamide brightening serum,skintific,serum,niacinamide,brightening,1.0,,Pembersih Wajah dan Perawatan Jerawat
erha face lips,erha,face lips,,,1.0,,Pembersih Wajah dan Perawatan Jerawat
skintific aha bha pha exfoliating,skintific,,aha bha pha,exfoliating,4.0,,Brightening dengan Bahan Aktif
skintific dark spot eraser serum,skintific,serum,,dark spot eraser,1.0,,Pembersih Wajah dan Perawatan Jerawat
clean clear foaming face wash vitamin c,clean clear,foaming face wash,vitamin c,,3.0,,Hidrasi dan Perawatan Kulit Sensitif
rei skin green tea exfoliating body scrub wash,rei skin,body scrub wash,green tea,exfoliating,4.0,,Brightening dengan Bahan Aktif
wardah lightening exfoliator,wardah,exfoliator,,lightening,3.0,,Hidrasi dan Perawatan Kulit Sensitif
omg oh my glow bright booster uv barrier sunscreen spf 50 pa,omg oh my glow,sunscreen,,"bright booster uv barrier, spf 50 pa",0.0,,Skincare Anti-Aging dan Brightening
crystallure supreme revitalizing oil serum,crystallure supreme,oil serum,,revitalizing,0.0,,Skincare Anti-Aging dan Brightening
wardah renew you ceramide martrixyl spf35 pa moisturizer,wardah,moisturizer,ceramide martrixyl,"renew you, spf35 pa",1.0,,Pembersih Wajah dan Perawatan Jerawat
skintific amino acid ultra gentle cleansing,skintific,,amino acid,ultra gentle cleansing,4.0,,Brightening dengan Bahan Aktif
skintific ceramide barrier moisturizer gel light texture,skintific,moisturizer gel,ceramide,"barrier, light texture",1.0,,Pembersih Wajah dan Perawatan Jerawat
isntree hyaluronic acid low ph cleansing foam,isntree,foam,hyaluronic acid,low ph cleansing,3.0,,Hidrasi dan Perawatan Kulit Sensitif
elformula cerahydro mild cleanser facial wash sabun low ph sensitive skin melembabkan kulit cocok untuk sensitif,elformula,mild cleanser facial wash sabun,,"cerahydro, low ph sensitive skin melembabkan kulit cocok untuk sensitif",3.0,,Hidrasi dan Perawatan Kulit Sensitif
bio beauty lab glow care,bio beauty lab,,,glow care,0.0,,Skincare Anti-Aging dan Brightening
cosrx 96 mucin essence,cosrx,essence,96 mucin,,0.0,,Skincare Anti-Aging dan Brightening
senka moisturizer ha serum,senka,"moisturizer, serum",ha,,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
pyunkang yul mild sun cream,pyunkang yul,mild sun cream,,,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
garnier uv cooling watergel sunscreen spf50,garnier,watergel sunscreen,,"uv cooling, spf50",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
tavi cica sun shield face gel oil staining lip sunscreen cream blush highlighter eyeshadow,tavi,"face, gel, sunscreen cream",cica,"sun shield, oil staining lip, blush highlighter eyeshadow",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
dermaster white glow clabiane daily sunscreen,dermaster,"clabiane, sunscreen",,"white glow, daily",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
tavi plant based squalane ceramide moisturizer boost serum,tavi,moisturizer boost serum,plant based squalane ceramide,,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
wardah hydra rose gel to foam cleanser facial wash oil wajah untuk kulit kering dehidrasi melembabkan 72 jam,wardah,gel to foam cleanser facial wash,rose,"hydra, oil wajah untuk kulit kering dehidrasi melembabkan, 72 jam",4.0,,Brightening dengan Bahan Aktif
wardah nature daily aloe hydramild multifunction gel,wardah,gel,aloe,"nature daily, hydramild multifunction",1.0,,Pembersih Wajah dan Perawatan Jerawat
wardah gel moisturizer serum uv shield tranexamic vitamin c cica hyaluron,wardah,gel moisturizer serum,tranexamic vitamin c cica hyaluron,uv shield,0.0,,Skincare Anti-Aging dan Brightening
somethinc sunscreen spf 40 pa,somethinc,sunscreen,,spf 40 pa,0.0,,Skincare Anti-Aging dan Brightening
facial foam viva kering oily,viva,facial foam,,kering oily,1.0,,Pembersih Wajah dan Perawatan Jerawat
skinlife face lotion,skinlife,face lotion,,,3.0,,Hidrasi dan Perawatan Kulit Sensitif
bio beauty lab retinol peptide,bio beauty lab,,retinol peptide,,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
elemis collagen rose facial oil minyak wajah,elemis,facial oil,collagen rose,minyak wajah,4.0,,Brightening dengan Bahan Aktif
elemis collagen night cream pelembab wajah,elemis,cream pelembab wajah,collagen,night,3.0,,Hidrasi dan Perawatan Kulit Sensitif
glad2glow centella salicylic acid jerawat gel cleanser facial wash untuk kulit,glad2glow,"gel cleanser, facial wash",centella salicylic acid,"jerawat, untuk kulit",1.0,,Pembersih Wajah dan Perawatan Jerawat
